cmnt,sentiment_scores,Compound,Sentiment,cleaned_comment
These information about Covid is untrue covid is a man made virus which was created in China to decrease the earths populationthe people incharge of making these viruses are known to be the richest people on the earth if people use there common sense and think the virus is a laboratory virus it started spreading because China could not contain the virus and when the Chinese government was alerted that they couldnt uphold there country they intend to inform the world about covidscientists and laboratory experts are responsible for these virusesthey tried to hide covid from the world but didnt succeedwhile the rest of the world was at its normal lifestyle in the year of to covid was already in the Chinese lifestylethe people who are responsible for this should be held accountable for their actionsbecause people all over the globe are dropping like fliesthe world must stand up against these people ,"{'neg': 0.009, 'neu': 0.918, 'pos': 0.074, 'compound': 0.8481}",0.8481,Positive
It is very helpful ,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4754}",0.4754,Positive
I was Barren for many years know child to call my own my husband was not happy with me I try all manner of drugs naughty to show I saw a testimony on YouTube how doctor oje herbal medicine is helping people to conceive and have dear babies but today I am a living testimony all thanks to doctor oje on YouTube herbal medicine God bless you,"{'neg': 0.028, 'neu': 0.779, 'pos': 0.193, 'compound': 0.891}",0.891,Positive
English brought me here HAHAHAHA btw what is the headline of this news,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
How about the virus came out of Wuhan Institute of virology lab doing gainoffunction research finance by the American gov ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Howbout the virus came out of Wuhan Institute of Virology lab doing gain of function research finance by the American Government read The Bulletin of Atomic Scientist,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.5267}",0.5267,Positive
WHO is a sell out Kina paying you and you spread the virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
common man you are an international org at least dont make a doodly ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Menopause I was introduced to Smart by a mutual friend and invited to a meeting about Menopause at the local health community centre From this I made an appointment to see Smart for free at my local doctors surgery where we had a chat and made an appointment for Smart to come to my house There we had a top to toe consultation many aspects of my life and body systems were discussed including the effects of the menopause upon my body Smart was professional and caring at all times and went away and made up a cocktail preparation tailored just for me to take times per day Within weeks we had seen a vast improvement upon my hot sweats both during the night and the day Very shortly after this period they disappeared altogether I also suffered from other conditions which were also treated successfully Therefore I would highly recommend the treatments on offer from SmartMenopause,"{'neg': 0.03, 'neu': 0.786, 'pos': 0.184, 'compound': 0.9756}",0.9756,Positive
What is that problem you are facing why not contact Doctor Oje on YouTube herbal treatment with his herbal medicine all your problem are over contact him now and get your cure,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.6597}",-0.6597,Negative
China is responsible for this Wuhan virus,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182,Positive
The Lord is not slack concerning his promise as some men count slackness but is longsuffering to usward not willing that any should perish but that all should come to repentance Peter Know ye not that the unrighteous shall not inherit the kingdom of God Be not deceived neither fornicators nor idolaters nor adulterers nor effeminate nor abusers of themselves with mankind Nor thieves nor covetous nor drunkards nor revilers nor extortioners shall inherit the kingdom of God Corinthians ,"{'neg': 0.035, 'neu': 0.813, 'pos': 0.152, 'compound': 0.8582}",0.8582,Positive
Do not get the poison VACCINE bio weapon nano bio chips ,"{'neg': 0.157, 'neu': 0.641, 'pos': 0.203, 'compound': 0.1655}",0.1655,Positive
THIS VIRUS CREATED BY CHINA IN ORDER TO PULL THE ECONOMY OF USA UK EUROPE INDIA OTHER COUNTRIES,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.25}",0.25,Positive
It will complete ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Is this covid chain ever going to end or not every to months who organization change there guidelines when we will have a proper solution or this virus is going to end ,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.3182}",0.3182,Positive
Dumb sheeple,"{'neg': 0.767, 'neu': 0.233, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Negative
Wuhan lab made and funded illegal research was paid for by by some USA universities NO bats in the market,"{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.7603}",-0.7603,Negative
Dear people that reading this we dont know each other but I wish you all the best in life dont ever blam yourself accept things and a key for happy life,"{'neg': 0.0, 'neu': 0.525, 'pos': 0.475, 'compound': 0.9675}",0.9675,Positive
learning this in health class ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I always pray for the end of covid thanks to God am still alive after what the world passed through,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.836}",0.836,Positive
Yet it is never too late ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
This is a man made virus Thanks China God is watching you People know what China was doing to the University students just before this virus came out How forgetful or uninformative the West is China should be paying countries for loss of wages,"{'neg': 0.091, 'neu': 0.806, 'pos': 0.103, 'compound': 0.1531}",0.1531,Positive
if You are in the year Give a like if you see this if you tube exists in ,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",0.3612,Positive
Watching for school project Thanks,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive
Living with a virus for eternity is something you need to sit down and think There is a cure for any type of virus and diseases So why listen to people who will discourage you and not give you cure Alternative cure for any type of virus diseases and STDS available HSV and HSV Lupus diseases Cancer Human Papilloma virus HPV Crohns diseases Diabetes Sickle Cell Arnamia Herpes HIV Neratitis Hepatitis Pile for any health issues Contact Doctor akhigbe for help in ridding out your problem WhatsApp ,"{'neg': 0.106, 'neu': 0.865, 'pos': 0.029, 'compound': -0.802}",-0.802,Negative
cdc more like c deez nuts,"{'neg': 0.307, 'neu': 0.359, 'pos': 0.334, 'compound': 0.0591}",0.0591,Positive
WHO is one of the scam and its called health disease organization,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
Thanks sir,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,Positive
I urge everyone dont destroy nature in the name of science cause nature hits back,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.431}",0.431,Positive
There must be some way to know what will be the next variant of COVID,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Hi why do you want the Masons to rule the world and why did you expose yourselves by saying we eradicated the FLU and its all gone but we had million cases of the flu but this year we only had You guys think a Kansas City Shuffle is going to work with everyone You exposed yourselves in so many ways the death rate for the Flu and Covid are Equal You just re named it Fuck the Covid Agenda Fuck Your Mask,"{'neg': 0.264, 'neu': 0.725, 'pos': 0.011, 'compound': -0.9786}",-0.9786,Negative
thank you so much drihenyenonojolu on YouTube for giving me the best herpes cure,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.8442}",0.8442,Positive
An update to thiswhen will it be released ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
id like if coronavirus dissapeard,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,Positive
Finally cleaned my system off the genital herpes with the medication i ordered from Drademiso,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Among all treatment I have used only Dr Osaoji herbal medicine was able to cure me of my herpes virus and clear all my outbreaks I am so happy that I ran into his YouTube channel,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.8096}",0.8096,Positive
Hey humans If you see my comment I will cough Seriously I will cough See that comment next to me up and down He has Covid me That how I spread on the internet,"{'neg': 0.054, 'neu': 0.946, 'pos': 0.0, 'compound': -0.1779}",-0.1779,Negative
Wow DrAyomede its a great pleasure and am so lucky i came across you on YouTube am negative now so happy thanks so much,"{'neg': 0.09, 'neu': 0.365, 'pos': 0.545, 'compound': 0.9622}",0.9622,Positive
 El comentario latinoamericano q esperabas u,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
CoSHIT and SHITrona,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Beware We are not in a pandemic is the amount of people who have died from the covid Get a grip This is nowhere near to a pandemic Our government wants control over you They have never changed Take the vaccines at your own risk,"{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.6908}",-0.6908,Negative
NAGKABULGARAN NA SCAM ANG COVID Totoo ba ito Yung covid ay parang flu lang talaga yun bini brainwash tayo ng mga globalists na nakakatakot yun para macontrol nila ang buong mundo at iyan nga ang nangyayari ngayon Ang motibo nila ay pabagsakin ang economiya Then impose the NEW WORLD ORDERONE WORLD GOVERNMENT ONE WORLD RELIGION ONE WORLD CURRENCY They have began with the NEW NORMAL which is ABNORMAL Sa loob lamang ng mahigit isang buwan ay naganap ang gusto nilang mangyari Lockdown ECQGCQECQGCQ social distancing wearing of masks etc Dahil hinihintay daw within months ilalabas nila yung vaccine na lahat ay irerequire na magpaturok Yung vaccine na yun ay quantum dots BAKIT MONTHS Kasi or the MARK of the BEAST Lahat ng matuturukan ay bibigyan ng ID na ang tawag ay ID at isa pa eventually lalagyan ng microchips ang mga mababakunahan which can contain info of the person and will also be used for all transactions na gagawin niya Yung SOCIAL DISTANCING sinasanay na ang tao para mas madaling mamonitor pag layulayo through G technology I might be wrong pero ano pa ang maiisip natin YUNG MASK kunwari for our protection pero in reality it will suffocate the lungs Just imagine hindi ka makalanghap ng sariwang hangin It makes us more susceptible to viruses The globalists are really killing the people slowly YUNG SOCIAL DISTANCING pababagsakin ng todo ang ekonomiya dahil hindi makapagfull force work ang mga tao YUNG SOBRANG LOCKDOWN ay pababagsakin din ang health natin as explained by the doctors in the video YUNG MGA GLOBALISTS ay kasama sila BILL GATES ROCKEFELLER FOUNDATION BIG PHARMA DR FAUCI WHO mga bayarang scientists at yung iba pang super yaman sa mundo Kasama rin si POPE at ang CHINAthe sleeping giant who is now slowly risingthe Dragon in the Bible Malapit na ang tribulation period kung mananagumpay ang plano ng mga ito Lahat ay nakalatag na That is if we allow these globalists to push through with their agenda and if Jesus Christ will hastens His coming again Sa ating mananampalataya walang problema dahil kung malapit na ang tribulation mas malapit na ang Pagparito ng PangJesus Kaya tama ang ginagawa nating soul winning through celfone Pero kailangan din nating ipaalam sa mga tao ang balak ng mga globalists na ito We have human rights na inalis sa loob lamang ng mahigit isang buwan Sana nga matauhan na ang mga mayor pataas hanggang kay President Duterte gaya ng nangyari kay President Trump at yung nagsalita sa video sa Italy na nagsabing hindi naman talaga ang namatay sa covid sa Italy gaya ng nakatala sa covid count at ibinalita sa media Yan ang POWER ng MGA BAYARANG MEDIA ACCORDING to PRESENT STUDIES about COVID PATIENTS of those WHO DIED ay MAY IBANG SAKIT Yun namang NATEST na may COVID ay sa kanila ay NAKAKARECOVER at lang ang NAMAMATAY Pag ikinumpara sa population ng buong mundo napaka MINIMAL ng DEATH something lang in percentage In other words HINDI TALAGA sya PANDEMIC but PLAN DEMIC Saka bakit PURO COVID CASES na lang ang nirereport na CAUSE of DEATH Kasi doctors are being pressured to include covid as the cause of death MALAKI PALA ang INCENTIVE ng mga HOSPITALS pag COVID ang IKINAMATAY PERAPERA LANG TALAGA Sana makatulong ang mga may katungkulan sa pagsisiwalat ng katotohanan Hwag nating pahintulututan na manatili tayong sunudsunuran sa isang systema na ang Diablo ang nananagumpay Iparating natin sa pamahalaan ang katotohanan habang may access pa tayo sa media While it is true that we must obey government rules we also have the responsibility to tell the people and government officials about the truth Let the people know the truth may God bless us all Copy paste if you care Godbless us all ctto minutes ago Sent from Mobile Bagong pasa po ito now lang pls pass to inform lahat ng Filipino Be aware huwag kayong maniwala dyan sa vaccine nayan Automatic na magpa positive ka sa covid pag tinest kahit walang sakit Yan raw ang pinasa sa congress dito Malapit na nila ilabas ang vaccine ngayon na may microchip Huwag kayong magpapa vaccine pag lumabas nayan dyan sa Pinas kasi ibang klaseng needles ang ginagamit tulad sa Europe na my microchip Ipakalat at ipaalam nyo sa lahat ng mga kaanak nyo Hindi yan biro itong virus ang way nila para ma implement ang microchip Yan ang makikita pag mag oopen ng website ng US Nakakatakot yan pag napasa na Pwede na silang basta pumasok sa loob ng bahay mo pag nag mandatory nayan Tiyak magkakaroon ng war dito sa US Dahil maraming against sa mandatory Sa Canada sapilitang pumupunta sa bahay para pilitin ang mga tao na ma test ng covid Pag mangyari yan lahat na bansa susunod na May nag test na niyan dito gamit ang papaya fruit at nagka positive ang papaya sa covid Ito ang sinasabi na bawasan ang bilyon bilyong tao sa mundo Mga kampon sila ng Diablo lahat ng testing kits galing sa US kaya ang mga tao di na naniwala sa numbers of covid Yung Dr Fuchi na nagsabi na my vaccine na para sa covid kasabwat siya ni Bill Gates Si Bill Gates ang punot dulo ng lahat ng virus nayan Pastor kasi siya sa Illuminati isang devil church Siya ang gumawa ng covid virus at dinala sa China at pag kumalat na sa buong mundo siya na din ang maglalabas ng vaccine panlaban sa virus Plano na nila yan lahat dahil ito ang nakasulat sa revelation Mostly lahat na nga ng tao dito may baril kaya pag mag mamandatory nayan dito sa US war talaga ang mangyaryari Yung mga doctors mismo ang nagsabi na di maganda ang vaccine sa katawan dahil puro chemicals ang ingredients at my biochip May mga videos na dinidelete na sa youtube para hindi na mapanood ng mga tao Basahin nyo agad ito bago nila burahin dahil lahat ng information about sa gamot ng china virus o sa plano ng WHO AT DOH AT NG MGA GOBYERNO PINABUBURA AGAD NLA Pls forward,"{'neg': 0.055, 'neu': 0.902, 'pos': 0.043, 'compound': -0.9555}",-0.9555,Negative
Watching for school projectsthanks learned a lot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
